Category,Name,Symbol,Definition,Units/Dimension,Bucket,Typical Value / Formula,Estimation / Source,Notes
Technical Indicators,EMA period 2,α_2,EMA smoothing factor,dimensionless,E,0.666667,Definition α = 2/(2+1),Default; tunable
Technical Indicators,RSI period 215,RSI_215,Relative Strength Index lookback period,periods,E,215,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 216,RSI_216,Relative Strength Index lookback period,periods,E,216,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 217,RSI_217,Relative Strength Index lookback period,periods,E,217,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 218,RSI_218,Relative Strength Index lookback period,periods,E,218,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 219,RSI_219,Relative Strength Index lookback period,periods,E,219,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 220,RSI_220,Relative Strength Index lookback period,periods,E,220,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 221,RSI_221,Relative Strength Index lookback period,periods,E,221,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 222,RSI_222,Relative Strength Index lookback period,periods,E,222,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 223,RSI_223,Relative Strength Index lookback period,periods,E,223,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 224,RSI_224,Relative Strength Index lookback period,periods,E,224,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 225,RSI_225,Relative Strength Index lookback period,periods,E,225,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 226,RSI_226,Relative Strength Index lookback period,periods,E,226,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 227,RSI_227,Relative Strength Index lookback period,periods,E,227,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 228,RSI_228,Relative Strength Index lookback period,periods,E,228,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 229,RSI_229,Relative Strength Index lookback period,periods,E,229,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 230,RSI_230,Relative Strength Index lookback period,periods,E,230,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 231,RSI_231,Relative Strength Index lookback period,periods,E,231,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 232,RSI_232,Relative Strength Index lookback period,periods,E,232,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 233,RSI_233,Relative Strength Index lookback period,periods,E,233,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 234,RSI_234,Relative Strength Index lookback period,periods,E,234,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 235,RSI_235,Relative Strength Index lookback period,periods,E,235,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 236,RSI_236,Relative Strength Index lookback period,periods,E,236,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 237,RSI_237,Relative Strength Index lookback period,periods,E,237,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 238,RSI_238,Relative Strength Index lookback period,periods,E,238,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 239,RSI_239,Relative Strength Index lookback period,periods,E,239,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 240,RSI_240,Relative Strength Index lookback period,periods,E,240,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 241,RSI_241,Relative Strength Index lookback period,periods,E,241,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 242,RSI_242,Relative Strength Index lookback period,periods,E,242,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 243,RSI_243,Relative Strength Index lookback period,periods,E,243,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 244,RSI_244,Relative Strength Index lookback period,periods,E,244,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 245,RSI_245,Relative Strength Index lookback period,periods,E,245,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 246,RSI_246,Relative Strength Index lookback period,periods,E,246,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 247,RSI_247,Relative Strength Index lookback period,periods,E,247,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 248,RSI_248,Relative Strength Index lookback period,periods,E,248,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 249,RSI_249,Relative Strength Index lookback period,periods,E,249,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 250,RSI_250,Relative Strength Index lookback period,periods,E,250,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 251,RSI_251,Relative Strength Index lookback period,periods,E,251,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 252,RSI_252,Relative Strength Index lookback period,periods,E,252,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 253,RSI_253,Relative Strength Index lookback period,periods,E,253,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 254,RSI_254,Relative Strength Index lookback period,periods,E,254,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 255,RSI_255,Relative Strength Index lookback period,periods,E,255,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 256,RSI_256,Relative Strength Index lookback period,periods,E,256,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 257,RSI_257,Relative Strength Index lookback period,periods,E,257,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 258,RSI_258,Relative Strength Index lookback period,periods,E,258,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 259,RSI_259,Relative Strength Index lookback period,periods,E,259,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 260,RSI_260,Relative Strength Index lookback period,periods,E,260,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 261,RSI_261,Relative Strength Index lookback period,periods,E,261,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 262,RSI_262,Relative Strength Index lookback period,periods,E,262,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 263,RSI_263,Relative Strength Index lookback period,periods,E,263,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 264,RSI_264,Relative Strength Index lookback period,periods,E,264,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 265,RSI_265,Relative Strength Index lookback period,periods,E,265,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 266,RSI_266,Relative Strength Index lookback period,periods,E,266,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 267,RSI_267,Relative Strength Index lookback period,periods,E,267,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 268,RSI_268,Relative Strength Index lookback period,periods,E,268,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 269,RSI_269,Relative Strength Index lookback period,periods,E,269,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 270,RSI_270,Relative Strength Index lookback period,periods,E,270,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 271,RSI_271,Relative Strength Index lookback period,periods,E,271,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 272,RSI_272,Relative Strength Index lookback period,periods,E,272,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 273,RSI_273,Relative Strength Index lookback period,periods,E,273,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 274,RSI_274,Relative Strength Index lookback period,periods,E,274,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 275,RSI_275,Relative Strength Index lookback period,periods,E,275,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 276,RSI_276,Relative Strength Index lookback period,periods,E,276,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 277,RSI_277,Relative Strength Index lookback period,periods,E,277,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 278,RSI_278,Relative Strength Index lookback period,periods,E,278,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 279,RSI_279,Relative Strength Index lookback period,periods,E,279,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 280,RSI_280,Relative Strength Index lookback period,periods,E,280,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 281,RSI_281,Relative Strength Index lookback period,periods,E,281,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 282,RSI_282,Relative Strength Index lookback period,periods,E,282,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 283,RSI_283,Relative Strength Index lookback period,periods,E,283,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 284,RSI_284,Relative Strength Index lookback period,periods,E,284,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 285,RSI_285,Relative Strength Index lookback period,periods,E,285,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 286,RSI_286,Relative Strength Index lookback period,periods,E,286,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 287,RSI_287,Relative Strength Index lookback period,periods,E,287,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 288,RSI_288,Relative Strength Index lookback period,periods,E,288,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 289,RSI_289,Relative Strength Index lookback period,periods,E,289,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 290,RSI_290,Relative Strength Index lookback period,periods,E,290,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 291,RSI_291,Relative Strength Index lookback period,periods,E,291,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 292,RSI_292,Relative Strength Index lookback period,periods,E,292,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 293,RSI_293,Relative Strength Index lookback period,periods,E,293,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 294,RSI_294,Relative Strength Index lookback period,periods,E,294,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 295,RSI_295,Relative Strength Index lookback period,periods,E,295,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 296,RSI_296,Relative Strength Index lookback period,periods,E,296,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 297,RSI_297,Relative Strength Index lookback period,periods,E,297,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 298,RSI_298,Relative Strength Index lookback period,periods,E,298,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 299,RSI_299,Relative Strength Index lookback period,periods,E,299,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 300,RSI_300,Relative Strength Index lookback period,periods,E,300,Default (Wilder),Momentum oscillator
Technical Indicators,ATR period 2,ATR_2,Average True Range lookback period,periods,E,2,Default (Wilder),Volatility measure
Technical Indicators,ATR period 3,ATR_3,Average True Range lookback period,periods,E,3,Default (Wilder),Volatility measure
Technical Indicators,ATR period 4,ATR_4,Average True Range lookback period,periods,E,4,Default (Wilder),Volatility measure
Technical Indicators,ATR period 5,ATR_5,Average True Range lookback period,periods,E,5,Default (Wilder),Volatility measure
Technical Indicators,ATR period 6,ATR_6,Average True Range lookback period,periods,E,6,Default (Wilder),Volatility measure
Technical Indicators,ATR period 7,ATR_7,Average True Range lookback period,periods,E,7,Default (Wilder),Volatility measure
Technical Indicators,ATR period 8,ATR_8,Average True Range lookback period,periods,E,8,Default (Wilder),Volatility measure
Technical Indicators,ATR period 9,ATR_9,Average True Range lookback period,periods,E,9,Default (Wilder),Volatility measure
Technical Indicators,ATR period 10,ATR_10,Average True Range lookback period,periods,E,10,Default (Wilder),Volatility measure
Technical Indicators,ATR period 11,ATR_11,Average True Range lookback period,periods,E,11,Default (Wilder),Volatility measure
Technical Indicators,ATR period 12,ATR_12,Average True Range lookback period,periods,E,12,Default (Wilder),Volatility measure
Technical Indicators,ATR period 13,ATR_13,Average True Range lookback period,periods,E,13,Default (Wilder),Volatility measure
Technical Indicators,ATR period 14,ATR_14,Average True Range lookback period,periods,E,14,Default (Wilder),Volatility measure
Technical Indicators,ATR period 15,ATR_15,Average True Range lookback period,periods,E,15,Default (Wilder),Volatility measure
Technical Indicators,ATR period 16,ATR_16,Average True Range lookback period,periods,E,16,Default (Wilder),Volatility measure
Technical Indicators,ATR period 17,ATR_17,Average True Range lookback period,periods,E,17,Default (Wilder),Volatility measure
Technical Indicators,ATR period 18,ATR_18,Average True Range lookback period,periods,E,18,Default (Wilder),Volatility measure
Technical Indicators,ATR period 19,ATR_19,Average True Range lookback period,periods,E,19,Default (Wilder),Volatility measure
Technical Indicators,ATR period 20,ATR_20,Average True Range lookback period,periods,E,20,Default (Wilder),Volatility measure
Technical Indicators,ATR period 21,ATR_21,Average True Range lookback period,periods,E,21,Default (Wilder),Volatility measure
Technical Indicators,ATR period 22,ATR_22,Average True Range lookback period,periods,E,22,Default (Wilder),Volatility measure
Technical Indicators,ATR period 23,ATR_23,Average True Range lookback period,periods,E,23,Default (Wilder),Volatility measure
Technical Indicators,ATR period 24,ATR_24,Average True Range lookback period,periods,E,24,Default (Wilder),Volatility measure
Technical Indicators,ATR period 25,ATR_25,Average True Range lookback period,periods,E,25,Default (Wilder),Volatility measure
Technical Indicators,ATR period 26,ATR_26,Average True Range lookback period,periods,E,26,Default (Wilder),Volatility measure
Technical Indicators,ATR period 27,ATR_27,Average True Range lookback period,periods,E,27,Default (Wilder),Volatility measure
Technical Indicators,ATR period 28,ATR_28,Average True Range lookback period,periods,E,28,Default (Wilder),Volatility measure
Technical Indicators,ATR period 29,ATR_29,Average True Range lookback period,periods,E,29,Default (Wilder),Volatility measure
Technical Indicators,ATR period 30,ATR_30,Average True Range lookback period,periods,E,30,Default (Wilder),Volatility measure
Technical Indicators,ATR period 31,ATR_31,Average True Range lookback period,periods,E,31,Default (Wilder),Volatility measure
Technical Indicators,ATR period 32,ATR_32,Average True Range lookback period,periods,E,32,Default (Wilder),Volatility measure
Technical Indicators,ATR period 33,ATR_33,Average True Range lookback period,periods,E,33,Default (Wilder),Volatility measure
Technical Indicators,ATR period 34,ATR_34,Average True Range lookback period,periods,E,34,Default (Wilder),Volatility measure
Technical Indicators,ATR period 35,ATR_35,Average True Range lookback period,periods,E,35,Default (Wilder),Volatility measure
Technical Indicators,ATR period 36,ATR_36,Average True Range lookback period,periods,E,36,Default (Wilder),Volatility measure
Technical Indicators,ATR period 37,ATR_37,Average True Range lookback period,periods,E,37,Default (Wilder),Volatility measure
Technical Indicators,ATR period 38,ATR_38,Average True Range lookback period,periods,E,38,Default (Wilder),Volatility measure
Technical Indicators,ATR period 39,ATR_39,Average True Range lookback period,periods,E,39,Default (Wilder),Volatility measure
Technical Indicators,ATR period 40,ATR_40,Average True Range lookback period,periods,E,40,Default (Wilder),Volatility measure
Technical Indicators,ATR period 41,ATR_41,Average True Range lookback period,periods,E,41,Default (Wilder),Volatility measure
Technical Indicators,ATR period 42,ATR_42,Average True Range lookback period,periods,E,42,Default (Wilder),Volatility measure
Technical Indicators,ATR period 43,ATR_43,Average True Range lookback period,periods,E,43,Default (Wilder),Volatility measure
Technical Indicators,ATR period 44,ATR_44,Average True Range lookback period,periods,E,44,Default (Wilder),Volatility measure
Technical Indicators,ATR period 45,ATR_45,Average True Range lookback period,periods,E,45,Default (Wilder),Volatility measure
Technical Indicators,ATR period 46,ATR_46,Average True Range lookback period,periods,E,46,Default (Wilder),Volatility measure
Technical Indicators,ATR period 47,ATR_47,Average True Range lookback period,periods,E,47,Default (Wilder),Volatility measure
Technical Indicators,ATR period 48,ATR_48,Average True Range lookback period,periods,E,48,Default (Wilder),Volatility measure
Technical Indicators,ATR period 49,ATR_49,Average True Range lookback period,periods,E,49,Default (Wilder),Volatility measure
Technical Indicators,ATR period 50,ATR_50,Average True Range lookback period,periods,E,50,Default (Wilder),Volatility measure
Technical Indicators,ATR period 51,ATR_51,Average True Range lookback period,periods,E,51,Default (Wilder),Volatility measure
Technical Indicators,ATR period 52,ATR_52,Average True Range lookback period,periods,E,52,Default (Wilder),Volatility measure
Technical Indicators,ATR period 53,ATR_53,Average True Range lookback period,periods,E,53,Default (Wilder),Volatility measure
Technical Indicators,ATR period 54,ATR_54,Average True Range lookback period,periods,E,54,Default (Wilder),Volatility measure
Technical Indicators,ATR period 55,ATR_55,Average True Range lookback period,periods,E,55,Default (Wilder),Volatility measure
Technical Indicators,ATR period 56,ATR_56,Average True Range lookback period,periods,E,56,Default (Wilder),Volatility measure
Technical Indicators,ATR period 57,ATR_57,Average True Range lookback period,periods,E,57,Default (Wilder),Volatility measure
Technical Indicators,ATR period 58,ATR_58,Average True Range lookback period,periods,E,58,Default (Wilder),Volatility measure
Technical Indicators,ATR period 59,ATR_59,Average True Range lookback period,periods,E,59,Default (Wilder),Volatility measure
Technical Indicators,ATR period 60,ATR_60,Average True Range lookback period,periods,E,60,Default (Wilder),Volatility measure
Technical Indicators,ATR period 61,ATR_61,Average True Range lookback period,periods,E,61,Default (Wilder),Volatility measure
Technical Indicators,ATR period 62,ATR_62,Average True Range lookback period,periods,E,62,Default (Wilder),Volatility measure
Technical Indicators,ATR period 63,ATR_63,Average True Range lookback period,periods,E,63,Default (Wilder),Volatility measure
Technical Indicators,ATR period 64,ATR_64,Average True Range lookback period,periods,E,64,Default (Wilder),Volatility measure
Technical Indicators,ATR period 65,ATR_65,Average True Range lookback period,periods,E,65,Default (Wilder),Volatility measure
Technical Indicators,ATR period 66,ATR_66,Average True Range lookback period,periods,E,66,Default (Wilder),Volatility measure
Technical Indicators,ATR period 67,ATR_67,Average True Range lookback period,periods,E,67,Default (Wilder),Volatility measure
Technical Indicators,ATR period 68,ATR_68,Average True Range lookback period,periods,E,68,Default (Wilder),Volatility measure
Technical Indicators,ATR period 69,ATR_69,Average True Range lookback period,periods,E,69,Default (Wilder),Volatility measure
Technical Indicators,ATR period 70,ATR_70,Average True Range lookback period,periods,E,70,Default (Wilder),Volatility measure
Technical Indicators,ATR period 71,ATR_71,Average True Range lookback period,periods,E,71,Default (Wilder),Volatility measure
Technical Indicators,ATR period 72,ATR_72,Average True Range lookback period,periods,E,72,Default (Wilder),Volatility measure
Technical Indicators,ATR period 73,ATR_73,Average True Range lookback period,periods,E,73,Default (Wilder),Volatility measure
Technical Indicators,ATR period 74,ATR_74,Average True Range lookback period,periods,E,74,Default (Wilder),Volatility measure
Technical Indicators,ATR period 75,ATR_75,Average True Range lookback period,periods,E,75,Default (Wilder),Volatility measure
Technical Indicators,ATR period 76,ATR_76,Average True Range lookback period,periods,E,76,Default (Wilder),Volatility measure
Technical Indicators,ATR period 77,ATR_77,Average True Range lookback period,periods,E,77,Default (Wilder),Volatility measure
Technical Indicators,ATR period 78,ATR_78,Average True Range lookback period,periods,E,78,Default (Wilder),Volatility measure
Technical Indicators,ATR period 79,ATR_79,Average True Range lookback period,periods,E,79,Default (Wilder),Volatility measure
Technical Indicators,ATR period 80,ATR_80,Average True Range lookback period,periods,E,80,Default (Wilder),Volatility measure
Technical Indicators,ATR period 81,ATR_81,Average True Range lookback period,periods,E,81,Default (Wilder),Volatility measure
Technical Indicators,ATR period 82,ATR_82,Average True Range lookback period,periods,E,82,Default (Wilder),Volatility measure
Technical Indicators,ATR period 83,ATR_83,Average True Range lookback period,periods,E,83,Default (Wilder),Volatility measure
Technical Indicators,ATR period 84,ATR_84,Average True Range lookback period,periods,E,84,Default (Wilder),Volatility measure
Technical Indicators,ATR period 85,ATR_85,Average True Range lookback period,periods,E,85,Default (Wilder),Volatility measure
Technical Indicators,ATR period 86,ATR_86,Average True Range lookback period,periods,E,86,Default (Wilder),Volatility measure
Technical Indicators,ATR period 87,ATR_87,Average True Range lookback period,periods,E,87,Default (Wilder),Volatility measure
Technical Indicators,ATR period 88,ATR_88,Average True Range lookback period,periods,E,88,Default (Wilder),Volatility measure
Technical Indicators,ATR period 89,ATR_89,Average True Range lookback period,periods,E,89,Default (Wilder),Volatility measure
Technical Indicators,ATR period 90,ATR_90,Average True Range lookback period,periods,E,90,Default (Wilder),Volatility measure
Technical Indicators,ATR period 91,ATR_91,Average True Range lookback period,periods,E,91,Default (Wilder),Volatility measure
Technical Indicators,ATR period 92,ATR_92,Average True Range lookback period,periods,E,92,Default (Wilder),Volatility measure
Technical Indicators,ATR period 93,ATR_93,Average True Range lookback period,periods,E,93,Default (Wilder),Volatility measure
Technical Indicators,ATR period 94,ATR_94,Average True Range lookback period,periods,E,94,Default (Wilder),Volatility measure
Technical Indicators,ATR period 95,ATR_95,Average True Range lookback period,periods,E,95,Default (Wilder),Volatility measure
Technical Indicators,ATR period 96,ATR_96,Average True Range lookback period,periods,E,96,Default (Wilder),Volatility measure
Technical Indicators,ATR period 97,ATR_97,Average True Range lookback period,periods,E,97,Default (Wilder),Volatility measure
Technical Indicators,ATR period 98,ATR_98,Average True Range lookback period,periods,E,98,Default (Wilder),Volatility measure
Technical Indicators,ATR period 99,ATR_99,Average True Range lookback period,periods,E,99,Default (Wilder),Volatility measure
Technical Indicators,ATR period 100,ATR_100,Average True Range lookback period,periods,E,100,Default (Wilder),Volatility measure
Technical Indicators,ATR period 101,ATR_101,Average True Range lookback period,periods,E,101,Default (Wilder),Volatility measure
Technical Indicators,ATR period 102,ATR_102,Average True Range lookback period,periods,E,102,Default (Wilder),Volatility measure
Technical Indicators,ATR period 103,ATR_103,Average True Range lookback period,periods,E,103,Default (Wilder),Volatility measure
Technical Indicators,ATR period 104,ATR_104,Average True Range lookback period,periods,E,104,Default (Wilder),Volatility measure
Technical Indicators,ATR period 105,ATR_105,Average True Range lookback period,periods,E,105,Default (Wilder),Volatility measure
Technical Indicators,ATR period 106,ATR_106,Average True Range lookback period,periods,E,106,Default (Wilder),Volatility measure
Technical Indicators,ATR period 107,ATR_107,Average True Range lookback period,periods,E,107,Default (Wilder),Volatility measure
Technical Indicators,ATR period 108,ATR_108,Average True Range lookback period,periods,E,108,Default (Wilder),Volatility measure
Technical Indicators,ATR period 109,ATR_109,Average True Range lookback period,periods,E,109,Default (Wilder),Volatility measure
Technical Indicators,ATR period 110,ATR_110,Average True Range lookback period,periods,E,110,Default (Wilder),Volatility measure
Technical Indicators,ATR period 111,ATR_111,Average True Range lookback period,periods,E,111,Default (Wilder),Volatility measure
Technical Indicators,ATR period 112,ATR_112,Average True Range lookback period,periods,E,112,Default (Wilder),Volatility measure
Technical Indicators,ATR period 113,ATR_113,Average True Range lookback period,periods,E,113,Default (Wilder),Volatility measure
Technical Indicators,ATR period 114,ATR_114,Average True Range lookback period,periods,E,114,Default (Wilder),Volatility measure
Technical Indicators,ATR period 115,ATR_115,Average True Range lookback period,periods,E,115,Default (Wilder),Volatility measure
Technical Indicators,ATR period 116,ATR_116,Average True Range lookback period,periods,E,116,Default (Wilder),Volatility measure
Technical Indicators,ATR period 117,ATR_117,Average True Range lookback period,periods,E,117,Default (Wilder),Volatility measure
Technical Indicators,ATR period 118,ATR_118,Average True Range lookback period,periods,E,118,Default (Wilder),Volatility measure
Technical Indicators,ATR period 119,ATR_119,Average True Range lookback period,periods,E,119,Default (Wilder),Volatility measure
Technical Indicators,ATR period 120,ATR_120,Average True Range lookback period,periods,E,120,Default (Wilder),Volatility measure
Technical Indicators,ATR period 121,ATR_121,Average True Range lookback period,periods,E,121,Default (Wilder),Volatility measure
Technical Indicators,ATR period 122,ATR_122,Average True Range lookback period,periods,E,122,Default (Wilder),Volatility measure
Technical Indicators,ATR period 123,ATR_123,Average True Range lookback period,periods,E,123,Default (Wilder),Volatility measure
Technical Indicators,ATR period 124,ATR_124,Average True Range lookback period,periods,E,124,Default (Wilder),Volatility measure
Technical Indicators,ATR period 125,ATR_125,Average True Range lookback period,periods,E,125,Default (Wilder),Volatility measure
Technical Indicators,ATR period 126,ATR_126,Average True Range lookback period,periods,E,126,Default (Wilder),Volatility measure
Technical Indicators,ATR period 127,ATR_127,Average True Range lookback period,periods,E,127,Default (Wilder),Volatility measure
Technical Indicators,ATR period 128,ATR_128,Average True Range lookback period,periods,E,128,Default (Wilder),Volatility measure
Technical Indicators,ATR period 129,ATR_129,Average True Range lookback period,periods,E,129,Default (Wilder),Volatility measure
Technical Indicators,ATR period 130,ATR_130,Average True Range lookback period,periods,E,130,Default (Wilder),Volatility measure
Technical Indicators,ATR period 131,ATR_131,Average True Range lookback period,periods,E,131,Default (Wilder),Volatility measure
Technical Indicators,ATR period 132,ATR_132,Average True Range lookback period,periods,E,132,Default (Wilder),Volatility measure
Technical Indicators,ATR period 133,ATR_133,Average True Range lookback period,periods,E,133,Default (Wilder),Volatility measure
Technical Indicators,ATR period 134,ATR_134,Average True Range lookback period,periods,E,134,Default (Wilder),Volatility measure
Technical Indicators,ATR period 135,ATR_135,Average True Range lookback period,periods,E,135,Default (Wilder),Volatility measure
Technical Indicators,ATR period 136,ATR_136,Average True Range lookback period,periods,E,136,Default (Wilder),Volatility measure
Technical Indicators,ATR period 137,ATR_137,Average True Range lookback period,periods,E,137,Default (Wilder),Volatility measure
Technical Indicators,ATR period 138,ATR_138,Average True Range lookback period,periods,E,138,Default (Wilder),Volatility measure
Technical Indicators,ATR period 139,ATR_139,Average True Range lookback period,periods,E,139,Default (Wilder),Volatility measure
Technical Indicators,ATR period 140,ATR_140,Average True Range lookback period,periods,E,140,Default (Wilder),Volatility measure
Technical Indicators,ATR period 141,ATR_141,Average True Range lookback period,periods,E,141,Default (Wilder),Volatility measure
Technical Indicators,ATR period 142,ATR_142,Average True Range lookback period,periods,E,142,Default (Wilder),Volatility measure
Technical Indicators,ATR period 143,ATR_143,Average True Range lookback period,periods,E,143,Default (Wilder),Volatility measure
Technical Indicators,ATR period 144,ATR_144,Average True Range lookback period,periods,E,144,Default (Wilder),Volatility measure
Technical Indicators,ATR period 145,ATR_145,Average True Range lookback period,periods,E,145,Default (Wilder),Volatility measure
Technical Indicators,ATR period 146,ATR_146,Average True Range lookback period,periods,E,146,Default (Wilder),Volatility measure
Technical Indicators,ATR period 147,ATR_147,Average True Range lookback period,periods,E,147,Default (Wilder),Volatility measure
Technical Indicators,ATR period 148,ATR_148,Average True Range lookback period,periods,E,148,Default (Wilder),Volatility measure
Technical Indicators,ATR period 149,ATR_149,Average True Range lookback period,periods,E,149,Default (Wilder),Volatility measure
Technical Indicators,ATR period 150,ATR_150,Average True Range lookback period,periods,E,150,Default (Wilder),Volatility measure
Technical Indicators,ATR period 151,ATR_151,Average True Range lookback period,periods,E,151,Default (Wilder),Volatility measure
Technical Indicators,ATR period 152,ATR_152,Average True Range lookback period,periods,E,152,Default (Wilder),Volatility measure
Technical Indicators,ATR period 153,ATR_153,Average True Range lookback period,periods,E,153,Default (Wilder),Volatility measure
Technical Indicators,ATR period 154,ATR_154,Average True Range lookback period,periods,E,154,Default (Wilder),Volatility measure
Technical Indicators,ATR period 155,ATR_155,Average True Range lookback period,periods,E,155,Default (Wilder),Volatility measure
Technical Indicators,ATR period 156,ATR_156,Average True Range lookback period,periods,E,156,Default (Wilder),Volatility measure
Technical Indicators,ATR period 157,ATR_157,Average True Range lookback period,periods,E,157,Default (Wilder),Volatility measure
Technical Indicators,ATR period 158,ATR_158,Average True Range lookback period,periods,E,158,Default (Wilder),Volatility measure
Technical Indicators,ATR period 159,ATR_159,Average True Range lookback period,periods,E,159,Default (Wilder),Volatility measure
Technical Indicators,ATR period 160,ATR_160,Average True Range lookback period,periods,E,160,Default (Wilder),Volatility measure
Technical Indicators,ATR period 161,ATR_161,Average True Range lookback period,periods,E,161,Default (Wilder),Volatility measure
Technical Indicators,ATR period 162,ATR_162,Average True Range lookback period,periods,E,162,Default (Wilder),Volatility measure
Technical Indicators,ATR period 163,ATR_163,Average True Range lookback period,periods,E,163,Default (Wilder),Volatility measure
Technical Indicators,ATR period 164,ATR_164,Average True Range lookback period,periods,E,164,Default (Wilder),Volatility measure
Technical Indicators,ATR period 165,ATR_165,Average True Range lookback period,periods,E,165,Default (Wilder),Volatility measure
Technical Indicators,ATR period 166,ATR_166,Average True Range lookback period,periods,E,166,Default (Wilder),Volatility measure
Technical Indicators,ATR period 167,ATR_167,Average True Range lookback period,periods,E,167,Default (Wilder),Volatility measure
Technical Indicators,ATR period 168,ATR_168,Average True Range lookback period,periods,E,168,Default (Wilder),Volatility measure
